YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
199901,1501898,5684428,1,,,,,,,
199901,1076470,5684368,1,,,,,,,
199901,1076088,5684392,1,,,,,,,
199901,1076088,5684393,1,,,,,,,
199901,1076089,5684394,1,,,,,,,
199901,1076089,5684395,1,,,,,,,
199901,1500125,5684495,1,,,,,,,
199901,1501076,5684496,1,,,,,,,
199901,1501076,5684497,1,,,,,,,
199901,1501076,5684498,1,,,,,,,
199902,1501981,5684956,1,,,DUBUQUE,42.5,-90.67,4230,9040
199902,1501981,5684955,1,2,S,OLIN,41.98,-91.13,4159,9108
199902,1501981,5684957,1,2,SW,MUSCATINE,41.4,-91.08,4124,9105
199901,1501459,5684682,1,,,,,,,
199903,1501202,5683776,1,,,OCRACOKE,35.12,-75.98,3507,7559
199903,1501202,5683771,1,,,NEW BERN,35.12,-77.05,3507,7703
199903,1501202,5683772,1,,,NEWPORT,34.78,-76.85,3447,7651
199903,1501202,5683773,1,,,BATH,35.48,-76.82,3529,7649
199903,1501202,5683774,1,,,GOLD PT,35.87,-77.23,3552,7714
199902,1501132,5683777,1,,,,,,,
199902,1501132,5683778,1,,,,,,,
199902,1501132,5683779,1,,,,,,,
199902,1501132,5683780,1,,,,,,,
199902,1501132,5683781,1,,,,,,,
199902,1501132,5683782,1,,,,,,,
199902,1501132,5683783,1,,,,,,,
199902,1501132,5683784,1,,,,,,,
199902,1501132,5683785,1,,,TROY,,,,
199902,1501132,5683786,1,,,TENSED,,,,
199906,2406793,5702877,1,,,LAKE ARTHUR,,,,
199906,2406855,5703021,1,,,ROME,34.25,-85.18,3415,8511
199906,2406855,5703020,2,,,ARMUCHEE,34.37,-85.17,3422,8510
199906,2406855,5703169,1,2,W,BROUGHTON,33.5,-83.7,3330,8342
199907,2408044,5702880,1,3,W,WELDON,47.58,-105.9,4735,10554
199907,2406872,5702881,1,10,N,WIBAUX,47.13,-104.18,4708,10411
199907,2408810,5702882,1,11,SW,RICHEY,47.53,-105.23,4732,10514
199906,2406794,5702878,1,3,E,DORA,33.93,-103.28,3356,10317
199906,2408802,5702879,1,5,SW,TRENTON,34.82,-85.57,3449,8534
199907,2408810,5702883,1,12,SW,RICHEY,47.53,-105.25,4732,10515
199906,2409254,5703588,2,4,ENE,MARBLETOWN,40.25,-90.13,4015,9008
199906,2406855,5703153,1,,,BEAUMONT,34.83,-85.18,3450,8511
199903,2406904,5703236,1,,,,,,,
199903,2406904,5703237,1,,,,,,,
199903,2406904,5703234,1,,,,,,,
199906,2406867,5702154,1,2,SW,GUTHRIE,47.28,-94.83,4717,9450
199906,2406867,5702155,1,3,NW,FAITH,47.32,-96.15,4719,9609
199906,2406867,5702156,1,5,S,FERGUS FALLS,46.22,-96.07,4613,9604
199906,2406867,5702157,1,5,SW,OGEMA,47.05,-96.03,4703,9602
199906,2406867,5702158,1,4,NE,WAUBUN,47.22,-95.88,4713,9553
199906,2406867,5702159,1,4,S,DALTON,46.12,-95.9,4607,9554
199906,2406867,5702160,1,7,NE,ULEN,47.15,-96.17,4709,9610
199906,2406867,5702161,1,1,SE,MAHKONCE,47.32,-95.6,4719,9536
199906,2406867,5702162,1,7,NW,OKLEE,47.9,-95.97,4754,9558
199906,2406867,5702163,1,,,PLUMMER,47.92,-96.05,4755,9603
199906,2406867,5702164,1,,,OKLEE,47.83,-95.87,4750,9552
199906,2406867,5702165,1,2,W,ALIDA,47.38,-95.28,4723,9517
199906,2406867,5702166,1,2,E,TENSTRIKE,47.65,-94.63,4739,9438
199906,2406867,5702167,1,,,BECIDA,47.35,-95.17,4721,9510
199906,2406867,5702168,1,5,SW,BEMIDJI,47.43,-94.98,4726,9459
199906,2406867,5702169,1,2,E,TENSTRIKE,47.65,-94.63,4739,9438
199901,2406899,5702196,1,,,,,,,
199901,2406896,5701789,1,,,,,,,
199901,2406896,5701790,1,,,,,,,
199901,2409421,5701960,1,,,,,,,
199907,2408084,5701961,2,,,ETNA GREEN,41.28,-86.05,4117,8603
199907,2408084,5701962,2,2,NW,INWOOD,41.33,-86.23,4120,8614
199907,2408084,5701963,1,5,S,NORTH MANCHESTER,40.93,-85.77,4056,8546
199907,2408085,5701964,2,,,CAMDEN,41.75,-84.77,4145,8446
199907,2409439,5701965,1,,,DELTA,41.58,-84,4135,8400
199907,2409439,5701966,1,,,MONTPELIER,41.58,-84.6,4135,8436
199907,2409439,5701967,1,,,MONTPELIER,41.58,-84.6,4135,8436
199907,2409439,5701968,1,,,PIONEER,41.68,-84.53,4141,8432
199907,2409439,5701969,1,,,SWANTON,41.6,-83.88,4136,8353
199906,2408086,5701970,1,,,GREENWOOD,33.52,-90.18,3331,9011
199906,2408086,5701971,1,,,RULEVILLE,33.73,-90.57,3344,9034
199906,2408087,5701972,1,,,NATCHEZ,31.57,-91.4,3134,9124
199906,2408827,5701973,1,3,S,MERIDIAN,32.32,-88.72,3219,8843
199901,2409421,5702039,1,,,,,,,
199903,2408062,5702964,1,,,,,,,
199903,2408062,5702965,1,,,,,,,
199903,2408825,5702967,1,,,,,,,
199903,2408825,5702968,1,,,,,,,
199906,2406884,5703060,1,5,W,OAKLEY,39.13,-100.95,3908,10057
199906,2408047,5703047,1,16,S,AROYA,38.62,-103.13,3837,10308
199906,2406884,5703048,1,3,W,CAMPUS,39.12,-100.8,3907,10048
199906,2406884,5703049,1,,,COLBY,,,,
199906,2406884,5703050,1,3,N,ANGELUS,39.23,-100.67,3914,10040
199906,2406884,5703051,1,,,GRINNELL,39.13,-100.63,3908,10038
199906,2406884,5703052,1,,,NEW ALMELO,39.6,-100.12,3936,10007
199906,2406884,5703053,1,,,NEW ALMELO,39.6,-100.12,3936,10007
199906,2406884,5703054,1,,,PENOKEE,39.35,-99.97,3921,9958
199903,2406902,5702856,1,,,,,,,
199903,2406902,5702857,1,,,,,,,
199903,2406902,5702858,1,,,,,,,
199906,2408758,5702859,1,14,NE,ELKINS,33.83,-103.88,3350,10353
199906,2406782,5702860,1,,,LOGAN,35.37,-103.42,3522,10325
199906,2408039,5703015,2,,,HINTON,34.48,-84.58,3429,8435
199906,2408011,5703010,1,,,LE ROY,43.52,-92.52,4331,9231
199906,2408011,5703011,1,2,E,KASSON,44.03,-92.72,4402,9243
199906,2408011,5703012,1,,,KASSON,44.03,-92.75,4402,9245
199903,2406903,5703096,1,,,,,,,
199906,2406855,5703166,1,8,W,DEVEREUX,33.22,-83.22,3313,8313
199906,2406882,5702927,1,14,N,BURLINGTON,39.5,-102.27,3930,10216
199906,2406882,5702928,1,10,N,PECONIC,39.47,-102.13,3928,10208
199906,2406882,5702929,1,14,N,BURLINGTON,,,,
199906,2406882,5702930,1,,,FLAGLER,39.3,-103.07,3918,10304
199906,2406882,5702931,1,8,NNE,JOES,,,,
199906,2406882,5702932,1,12,SW,STRATTON,39.18,-102.77,3911,10246
199906,2406882,5702933,1,12,SW,STRATTON,39.18,-102.77,3911,10246
199906,2406882,5702934,1,12,N,SEIBERT,,,,
199906,2406883,5702935,1,7,N,RULETON,39.43,-101.88,3926,10153
199906,2406855,5703296,1,,,MC INTYRE,32.85,-83.2,3251,8312
199906,2408040,5703297,2,,,WELCOME,33.4,-84.88,3324,8453
199906,2408040,5703298,1,,,WHITESBURG,33.48,-84.92,3329,8455
199906,2408040,5703300,1,,,TUNNEL HILL,34.83,-85.05,3450,8503
199906,2408040,5703301,1,10,W,ROME,34.25,-85.37,3415,8522
199906,2406856,5703302,2,,,CHATSWORTH,34.77,-84.77,3446,8446
199906,2406856,5703303,1,,,DAWNVILLE,34.82,-84.87,3449,8452
199906,2406856,5703304,2,2,N,CHICKAMAUGA,34.9,-85.3,3454,8518
199906,2406857,5703305,1,,,GILLSVILLE,34.3,-83.63,3418,8338
199906,2406857,5703306,1,,,CLERMONT,34.48,-83.77,3429,8346
199906,2409254,5703589,2,5,SSW,HAVANA,40.23,-90.1,4014,9006
199906,2409253,5703587,1,1,N,MAQUON,40.82,-90.17,4049,9010
199906,2410955,5708311,1,6,N,TRIMONT,43.85,-94.72,4351,9443
199906,2410955,5708312,1,1,S,ODIN,43.85,-94.75,4351,9445
199906,2410955,5708313,1,2,W,AVON,45.62,-94.5,4537,9430
199906,2410955,5708315,1,1,SE,FRANKLIN,44.52,-94.87,4431,9452
199906,2410955,5708316,1,5,N,KIMBALL,45.38,-94.3,4523,9418
199906,2410955,5708317,1,1,N,SLEEPY EYE,44.32,-94.73,4419,9444
199906,2410955,5708318,1,6,W,LAKE CRYSTAL,44.12,-94.33,4407,9420
199906,2410955,5708319,1,2,S,ST GEORGE,44.37,-94.53,4422,9432
199906,1083957,5708320,1,9,E,RICE LAKE,45.5,-91.55,4530,9133
199906,2406111,5699178,1,3,SW,KAMRAR,42.37,-93.77,4222,9346
199906,2406443,5699095,1,,,PLEASANTON,,,,
199905,2406547,5699298,1,,,FUNK,40.47,-99.25,4028,9915
199905,1080461,5699447,1,1,WNW,TOMAHAWK,45.47,-89.75,4528,8945
199905,2406051,5699135,1,,,ISHPEMING,,,,
199905,1080602,5699136,1,,,CREIGHTON,46.35,-86.27,4621,8616
199905,2406489,5699137,1,,,,,,,
199905,2406490,5699138,1,,,,,,,
199905,2406490,5699139,1,,,,,,,
199905,2406052,5699140,1,,,MARIANNA,40.03,-80.08,4002,8005
199905,2406052,5699141,1,,,WAYNESBURG,39.9,-80.2,3954,8012
199905,2406052,5699142,1,,,WHITE OAK,40.35,-79.8,4021,7948
199905,2406053,5699143,1,,,GLENSHAW,40.55,-79.97,4033,7958
199905,2406053,5699144,1,,,SLATE LICK,40.77,-79.63,4046,7938
199904,2404968,5690637,1,,,PAWNEE,36.33,-96.8,3620,9648
199904,2404968,5690638,1,,,HALLETT,36.23,-96.57,3614,9634
199904,2404968,5690639,1,,,HALLETT,36.23,-96.57,3614,9634
199904,2404968,5690640,1,10,E,HALLETT,36.23,-96.38,3614,9623
199904,2404928,5690710,1,,,,,,,
199904,2404928,5690711,1,,,,,,,
199904,2404928,5690712,1,,,,,,,
199905,2408264,5700126,1,,,NATURAL DAM,35.65,-94.4,3539,9424
199905,2406009,5699963,1,,,,,,,
199905,2406009,5699964,1,,,,,,,
199905,2406010,5699965,1,,,,,,,
199905,2406010,5699966,1,,,,,,,
199901,1502332,5685930,1,,,,,,,
199904,1502154,5686075,1,,,,,,,
199904,1502154,5686076,1,,,,,,,
199904,1502154,5686077,1,,,,,,,
199904,1502154,5686078,1,,,,,,,
199904,1502154,5686074,1,,,,,,,
199904,1502154,5686079,1,,,,,,,
199904,1502154,5686080,1,,,,,,,
199904,1502154,5686081,1,,,,,,,
199904,1502154,5686082,1,,,,,,,
199904,1502154,5686083,1,,,,,,,
199901,2404774,5686321,1,,,COUNTYWIDE,,,,
199901,1500553,5685831,1,,,,,,,
199903,1500294,5686157,1,,,,,,,
199901,1500553,5685913,1,,,,,,,
199903,1501675,5686250,1,,,,,,,
199904,2404759,5687223,1,,,,,,,
199903,1503097,5687243,1,,,,,,,
199904,1502154,5686066,1,,,,,,,
199904,1502154,5686067,1,,,,,,,
199904,1502154,5686068,1,,,,,,,
199904,1502154,5686069,1,,,,,,,
199904,1502154,5686070,1,,,,,,,
199904,1502154,5686071,1,,,,,,,
199904,1502154,5686072,1,,,,,,,
199904,1502154,5686073,1,,,,,,,
199904,1502154,5686064,1,,,,,,,
199904,1502154,5686065,1,,,,,,,
199901,1503333,5685828,1,,,,,,,
199901,1503333,5685829,1,,,,,,,
199901,1500553,5685912,1,,,,,,,
199903,1500294,5686156,1,,,,,,,
199904,1501720,5686249,1,,,HILDA,33.27,-81.25,3316,8115
199901,2404774,5686314,1,,,COUNTYWIDE,,,,
199901,2404774,5686315,1,,,COUNTYWIDE,,,,
199901,2404774,5686316,1,,,COUNTYWIDE,,,,
199901,2404774,5686317,1,,,COUNTYWIDE,,,,
199901,2404774,5686318,1,,,COUNTYWIDE,,,,
199901,2404774,5686319,1,,,COUNTYWIDE,,,,
199901,2404774,5686320,1,,,COUNTYWIDE,,,,
199904,1500363,5686417,1,2,SE,WINFIELD,37.23,-96.95,3714,9657
199904,1500363,5686418,1,,,WICHITA,37.7,-97.33,3742,9720
199904,1500363,5686419,1,,,WICHITA,37.7,-97.33,3742,9720
199904,1500363,5686420,1,,,WICHITA,37.7,-97.33,3742,9720
199904,1503482,5686430,1,,,,,,,
199903,1500294,5686158,1,,,,,,,
199903,1500294,5686159,1,,,,,,,
199903,1500294,5686171,1,,,,,,,
199903,1501675,5686251,1,,,,,,,
199903,1077983,5686323,1,,,,,,,
199903,1077983,5686324,1,,,,,,,
199903,1500775,5686259,1,,,,,,,
199903,1077983,5686325,1,,,,,,,
199903,1077983,5686326,1,,,,,,,
199903,1500299,5686327,1,,,,,,,
199903,1077983,5686322,1,,,,,,,
199904,1500363,5686421,1,,,POTWIN,37.95,-97.02,3757,9701
199901,1501534,5686311,1,,,COUNTYWIDE,,,,
199901,2404774,5686312,1,,,COUNTYWIDE,,,,
199901,2404774,5686313,1,,,COUNTYWIDE,,,,
199904,1500363,5686413,1,2,W,MADISON,38.13,-96.17,3808,9610
199904,1500363,5686414,1,,,WALDRON,37,-98.18,3700,9811
199904,1500363,5686415,1,,,GEUDA SPGS,37.12,-97.15,3707,9709
199904,1500363,5686416,1,2,S,WINFIELD,37.22,-96.98,3713,9659
199903,1500294,5686154,1,,,,,,,
199903,1500294,5686155,1,,,,,,,
199902,1501629,5686240,1,,,,,,,
199904,1501290,5686241,1,11,SE,BARNWELL,33.12,-81.23,3307,8114
199904,1501290,5686242,1,11,SE,BARNWELL,33.12,-81.23,3307,8114
199904,1501290,5686243,1,,,OLAR,33.18,-81.18,3311,8111
199904,1501290,5686244,1,,,JACKSON,33.32,-81.8,3319,8148
199904,1501290,5686245,1,,,JACKSON,33.32,-81.8,3319,8148
199904,1501290,5686246,2,7,SSW,WILLISTON,33.32,-81.47,3319,8128
199904,1501290,5686247,1,,,MIDWAY,33.28,-80.98,3317,8059
199904,1502588,5686248,1,,,AUGUSTA,33.48,-81.97,3329,8158
199903,1500299,5686336,1,,,,,,,
199904,1503482,5686426,1,,,,,,,
199904,1503482,5686427,1,,,,,,,
199904,1503482,5686428,1,,,,,,,
199904,1503482,5686429,1,,,,,,,
199904,1503482,5686431,1,,,,,,,
199903,1500294,5686169,1,,,,,,,
199903,1500294,5686170,1,,,,,,,
199903,2404766,5686188,1,,,,,,,
199903,1500775,5686258,1,,,,,,,
199903,2404766,5686268,1,,,,,,,
199903,2404766,5686271,1,,,,,,,
199903,2404766,5686272,1,,,,,,,
199903,1500768,5686362,1,,,JACKSONVILLE,31.95,-95.27,3157,9516
199903,1503401,5686363,1,,,EAST MTN,32.58,-94.83,3235,9450
199903,1500299,5686337,1,,,,,,,
199903,1500299,5686338,1,,,,,,,
199903,1500775,5686375,1,,,,,,,
199902,1500730,5686134,1,,,,,,,
199903,2404766,5686191,1,,,,,,,
199903,2404766,5686192,1,,,,,,,
199904,1501734,5686193,1,,,CADIZ,36.87,-87.82,3652,8749
199903,1502082,5686453,1,,,,,,,
199903,1500294,5686166,1,,,,,,,
199903,2404766,5686185,1,,,,,,,
199903,1500294,5686167,1,,,,,,,
199903,1500294,5686168,1,,,,,,,
199903,1500775,5686256,1,,,,,,,
199903,1500775,5686257,1,,,,,,,
199903,1500299,5686334,1,,,,,,,
199903,1500299,5686335,1,,,,,,,
199902,1500730,5686132,1,,,,,,,
199903,2404766,5686186,1,,,,,,,
199903,2404766,5686187,1,,,,,,,
199904,1502586,5686222,1,,,HANOVER,37.57,-81.8,3734,8148
199903,2404766,5686189,1,,,,,,,
199903,2404766,5686190,1,,,,,,,
199903,2404766,5686269,1,,,,,,,
199903,2404766,5686270,1,,,,,,,
199904,1503484,5686443,1,,,,,,,
199904,1503484,5686444,1,,,,,,,
199903,1502082,5686454,1,,,COUNTYWIDE,38.87,-78.62,3852,7837
199903,1500294,5686164,1,,,,,,,
199903,1500294,5686176,1,,,,,,,
199903,1500777,5686177,1,,,,,,,
199903,1500777,5686178,1,,,,,,,
199903,1500777,5686179,1,,,,,,,
199903,1500775,5686254,1,,,,,,,
199903,1500775,5686263,1,,,,,,,
199903,1500782,5686343,1,,,,,,,
199903,1500775,5686255,1,,,,,,,
199903,1500299,5686331,1,,,,,,,
199903,1500299,5686332,1,,,,,,,
199903,1500299,5686333,1,,,,,,,
199903,1502082,5686452,1,,,,,,,
199904,1503482,5686436,1,,,,,,,
199903,1500294,5686160,1,,,,,,,
199903,1500294,5686172,1,,,,,,,
199903,1500294,5686173,1,,,,,,,
199903,1500294,5686161,1,,,,,,,
199903,1500294,5686162,1,,,,,,,
199903,1501675,5686252,1,,,,,,,
199903,1500775,5686253,1,,,,,,,
199903,1500299,5686328,1,,,,,,,
199903,1500299,5686329,1,,,,,,,
199903,1500294,5686175,1,,,,,,,
199902,1500730,5686135,1,,,,,,,
199903,1500775,5686262,1,,,,,,,
199904,1503164,5686204,1,,,NEW CASTLE,38.43,-85.17,3826,8510
199904,1503164,5686205,1,,,RADCLIFF,,,,
199904,1503164,5686206,1,,,RINEYVILLE,37.75,-85.97,3745,8558
199904,1503164,5686207,1,,,PROVIDENCE,38.57,-85.22,3834,8513
199904,1503164,5686208,1,,,PROVIDENCE,38.57,-85.22,3834,8513
199904,1503164,5686209,1,,,NEW CASTLE,38.43,-85.17,3826,8510
199901,1501534,5686210,1,,,COUNTYWIDE,,,,
199901,1501534,5686211,1,,,COUNTYWIDE,,,,
199903,1500782,5686344,1,,,,,,,
199903,1500782,5686345,1,,,,,,,
199903,1500782,5686346,1,,,,,,,
199903,2404766,5686279,1,,,,,,,
199903,2404767,5686280,1,,,,,,,
199903,1500782,5686347,1,,,,,,,
199904,1500365,5686348,1,6,NE,NIPOMO,,,,
199904,1502164,5686349,1,,,CHATSWORTH,34.25,-118.6,3415,11836
199904,1503482,5686432,1,,,,,,,
199904,1503482,5686433,1,,,,,,,
199904,1503482,5686434,1,,,,,,,
199904,1503482,5686435,1,,,,,,,
199904,1502589,5686392,2,,,AMERICUS,32.07,-84.23,3204,8414
199902,1500730,5686137,1,,,,,,,
199902,1500730,5686138,1,,,,,,,
199903,1500294,5686174,1,,,,,,,
199904,1502600,5686194,2,,,FT BRANCH,38.25,-87.58,3815,8735
199904,2404773,5686195,1,5,SE,ENGLISH,38.28,-86.4,3817,8624
199904,1503164,5686196,1,,,HIGHVIEW,38.15,-85.62,3809,8537
199904,1503164,5686197,1,,,BLOOMFIELD,37.9,-85.32,3754,8519
199904,1503164,5686198,1,,,FERN CREEK,,,,
199904,1503164,5686199,1,,,FERN CREEK,38.15,-85.58,3809,8535
199904,1503164,5686200,1,,,JEFFERSONTOWN,,,,
199904,1503164,5686201,1,5,W,TAYLORSVILLE,38.03,-85.45,3802,8527
199904,1503164,5686202,1,,,LA GRANGE,38.4,-85.38,3824,8523
199904,1503164,5686203,1,,,PENDLETON,38.47,-85.3,3828,8518
199903,1500775,5686260,1,,,,,,,
199903,1500775,5686261,1,,,,,,,
199903,2404766,5686273,1,,,,,,,
199903,1500299,5686340,1,,,,,,,
199903,1500299,5686341,1,,,,,,,
199903,1500299,5686342,1,,,,,,,
199904,2404761,5686383,1,,,DEL RIO,29.37,-100.9,2922,10054
199902,1500730,5686136,1,,,,,,,
199903,1503104,5686706,1,,,,,,,
199903,1503104,5686704,1,,,,,,,
199901,1501534,5686212,1,,,COUNTYWIDE,,,,
199901,1501534,5686213,1,,,COUNTYWIDE,,,,
199901,1501534,5686214,1,,,COUNTYWIDE,,,,
199903,1502085,5686811,1,,,,,,,
199903,2404766,5686278,1,,,,,,,
199903,2404767,5686281,1,,,,,,,
199903,2404768,5686282,1,,,HAWI,,,,
199903,1077920,5686283,1,,,,,,,
199904,1500363,5686512,1,,,,,,,
199904,1500363,5686510,1,,,,,,,
199904,1500362,5686393,1,,,,,,,
199904,1500362,5686394,1,,,,,,,
199904,1500362,5686395,1,,,,,,,
199904,1502591,5686396,1,,,,,,,
199904,1502157,5686390,1,,,WARNER ROBINS,32.62,-83.6,3237,8336
199904,1502589,5686391,1,2,SE,MONROE,33.77,-83.7,3346,8342
199904,1502591,5686397,1,,,,,,,
199904,1502591,5686398,1,,,,,,,
199902,1501629,5686238,1,,,,,,,
199902,1501629,5686239,1,,,,,,,
199904,1500362,5686308,1,,,,,,,
199904,1500362,5686309,1,,,,,,,
199904,1500362,5686310,1,,,,,,,
199903,2404766,5686274,1,,,,,,,
199903,2404766,5686275,1,,,,,,,
199903,1502085,5686809,1,,,,,,,
199903,2404766,5686276,1,,,,,,,
199903,2404766,5686277,1,,,,,,,
199903,1500776,5686377,1,,,,,,,
199903,1503408,5686378,1,,,,,,,
199903,1503408,5686379,1,,,,,,,
199903,1502075,5686380,1,43,SSE,ANIMAS,31.37,-108.52,3122,10831
199906,2408812,5703311,1,12,N,PARKS,40.22,-101.72,4013,10143
199906,2408812,5703312,1,,,MC COOK,40.2,-100.62,4012,10037
199906,2409235,5704158,1,,,PHILLIPS,44.82,-70.33,4449,7020
199906,2409235,5704159,1,,,ALNA,44.1,-69.6,4406,6936
199906,2409235,5704160,1,,,BOWDOIN CENTER,44.03,-69.97,4402,6958
199906,2409191,5703775,1,,,MINNEOTA,44.57,-95.98,4434,9559
199905,2402815,5693698,1,,,,,,,
199905,2405666,5693772,2,,,BLOOMFIELD,36.9,-89.92,3654,8955
199905,2405667,5693773,1,,,COUNTYWIDE,37.33,-90.05,3720,9003
199905,2405995,5693771,1,,,NORRIS CITY,37.98,-88.32,3759,8819
199905,2405668,5693774,2,,,CHARLESTON,36.92,-89.33,3655,8920
199905,2405669,5693775,1,,,COLUMBUS,36.77,-89.1,3646,8906
199905,2405670,5693776,1,,,WAYNE CITY,38.35,-88.58,3821,8835
199905,2405347,5693402,1,3,SW,PONCA,42.53,-96.73,4232,9644
199903,1501687,5692521,1,,,,,,,
199903,1502100,5692522,1,,,,,,,
199903,1502101,5692524,1,,,,,,,
199903,1502543,5692525,1,,,,,,,
199903,1503115,5692526,1,,,,,,,
199903,1503430,5692527,1,,,,,,,
199903,1500314,5692528,1,,,,,,,
199903,1078182,5692256,1,,,,,,,
199903,1078182,5692258,1,,,,,,,
199903,1078182,5692259,1,,,,,,,
199904,1078649,5692357,1,,,,,,,
199904,1078681,5692616,1,2,E,CORONACO,34.27,-82.07,3416,8204
199904,1503179,5692626,1,1,N,EASLEY,34.85,-82.6,3451,8236
199904,1503179,5692627,1,2,S,GREENVILLE,34.82,-82.4,3449,8224
199904,1503179,5692628,1,5,NW,TIGERVILLE,35.12,-82.43,3507,8226
199903,1503419,5692744,1,,,,,,,
199903,1503419,5692746,1,,,,,,,
199903,1503419,5692747,1,,,,,,,
199903,1503419,5692748,1,,,,,,,
199903,1503419,5692749,1,,,,,,,
199903,1503419,5692750,1,,,,,,,
199903,2405356,5692866,1,,,,,,,
199903,1500784,5692867,1,,,,,,,
199903,1502535,5692868,1,,,,,,,
199903,1502535,5692869,1,,,,,,,
199903,1502535,5692870,1,,,,,,,
199904,1500379,5692946,1,,,,,,,
199904,1500379,5692947,1,,,,,,,
199904,1502610,5692637,1,,,,,,,
199903,1502113,5692432,1,,,,,,,
199903,1503429,5692523,1,,,,,,,
199903,1503437,5692515,1,,,MASCOT,37.63,-76.72,3738,7643
199903,1503437,5692516,1,,,MATHEWS,37.43,-76.33,3726,7620
199904,2404880,5692835,1,,,,,,,
199904,2404880,5692836,1,,,,,,,
199904,2404880,5692837,1,,,,,,,
199904,2404881,5692838,1,,,,,,,
199904,2404881,5692839,1,,,,,,,
199903,2404788,5692932,1,,,,,,,
199904,1078681,5692615,1,,,(GRD)GREENWOOD CO AR,34.25,-82.15,3415,8209
199904,1078681,5692614,1,,,SANDY SPGS,34.6,-82.75,3436,8245
199904,2405355,5692708,1,,,,,,,
199903,2405356,5692709,1,,,HOLLAND,,,,
199904,2404876,5692710,1,,,,,,,
199904,2404876,5692711,1,,,,,,,
199903,2404788,5692936,1,,,,,,,
199903,1500316,5692656,1,,,,,,,
199903,1502546,5692657,1,,,,,,,
199903,2404788,5692939,1,,,,,,,
199903,1500340,5692940,1,,,FAIRHOPE,30.52,-87.9,3031,8754
199904,1500379,5692941,1,,,,,,,
199903,1078232,5692803,1,,,,,,,
199903,1078232,5692804,1,,,,,,,
199903,1078232,5692801,1,,,,,,,
199904,1502610,5692636,1,,,,,,,
199903,2404788,5692930,1,,,,,,,
199903,2404788,5692931,1,,,,,,,
199903,1503419,5692738,1,,,,,,,
199903,1503419,5692739,1,,,,,,,
199903,1503419,5692740,1,,,,,,,
199903,2405356,5692864,1,,,,,,,
199903,2405356,5692865,1,,,,,,,
199903,2404788,5692937,1,,,,,,,
199903,2404788,5692938,1,,,,,,,
199904,1500379,5692590,1,,,,,,,
199904,1500379,5692589,1,,,,,,,
199904,1500379,5692591,1,,,,,,,
199903,1502546,5692658,1,,,,,,,
199903,1502546,5692659,1,,,,,,,
199903,1502546,5692660,1,,,,,,,
199903,1078232,5692802,1,,,,,,,
199903,1503420,5693023,1,,,,,,,
199903,1503420,5693024,1,,,,,,,
199903,1078232,5692805,1,,,,,,,
199903,1078232,5692806,1,,,,,,,
199903,1078232,5692807,1,,,,,,,
199903,1500318,5692808,1,,,,,,,
199903,1503420,5692891,1,,,,,,,
199903,1503420,5692892,1,,,,,,,
199903,1503420,5692893,1,,,,,,,
199903,1503420,5692894,1,,,,,,,
199903,1503419,5692741,1,,,,,,,
199903,1503419,5692742,1,,,,,,,
199903,1503419,5692743,1,,,,,,,
199903,1503419,5692760,1,,,,,,,
199903,1503419,5692761,1,,,,,,,
199903,1503419,5692758,1,,,,,,,
199903,1503419,5692762,1,,,,,,,
199903,1502536,5692876,1,,,,,,,
199903,1502536,5692877,1,,,,,,,
199903,1502536,5692878,1,,,,,,,
199903,1502548,5692791,1,,,,,,,
199903,1502548,5692792,1,,,,,,,
199903,1502536,5692888,1,,,,,,,
199903,1502536,5692889,1,,,,,,,
199903,2405356,5692976,1,,,,,,,
199903,2405356,5692977,1,,,,,,,
199903,1503420,5693022,1,,,,,,,
199906,1080017,5693311,1,,,RAGO,37.45,-98.08,3727,9805
199903,1503420,5693025,1,,,,,,,
199903,1503420,5693026,1,,,,,,,
199903,2404788,5693049,1,,,,,,,
199903,2404788,5693050,1,,,,,,,
199903,2404858,5693094,1,,,,,,,
199903,2404858,5693095,1,,,,,,,
199903,2404859,5693096,1,,,,,,,
199904,1501313,5693151,1,,,MARCH AFB,,,,
199904,1078107,5693235,1,,,,,,,
199904,1502601,5693233,1,,,,,,,
199904,1078107,5693234,1,,,,,,,
199904,1078107,5693236,1,,,,,,,
199905,2405792,5693339,1,,,LUSK,37.03,-89.38,3702,8923
199905,2405981,5693340,1,,,COLUMBUS,,,,
199905,2405649,5693341,1,1,N,ZENITH,38.57,-88.62,3834,8837
199904,1500379,5692587,1,,,,,,,
199904,1500379,5692586,1,,,,,,,
199903,1503419,5692763,1,,,,,,,
199903,1503419,5692764,1,,,,,,,
199903,1500791,5692646,1,,,,,,,
199903,1500791,5692647,1,,,,,,,
199903,1501688,5692648,1,,,,,,,
199903,1501230,5686381,1,4,S,CABALLO,32.92,-107.32,3255,10719
199903,1501231,5686382,1,,,,,,,
199904,2404761,5686384,1,,,DEL RIO,,,,
199904,2404762,5686385,1,,,SAN ANTONIO,29.42,-98.5,2925,9830
199904,1501292,5686386,1,,,EAST PORTION,,,,
199904,1501292,5686387,1,,,WEST PORTION,,,,
199904,2404763,5686388,1,,,UTOPIA,29.62,-99.53,2937,9932
199904,1500840,5686389,1,,,EAGLE PASS,28.72,-100.5,2843,10030
199903,1503411,5686570,1,,,,,,,
